timestamp,lat,lon,alt,roll,pitch,yaw,heading,groundspeed,heading_setpoint,speed_setpoint,cmd_linear_x,cmd_angular_z,mission_phase
2026-08-22T09:26:52.411083,40.7231200,29.8253793,-0.37,-0.0754,0.0274,-0.6259,324.0,0.07,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:26:53.411087,40.7231220,29.8253740,-0.31,-0.0733,0.0275,-0.6257,324.0,0.11,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:26:54.411279,40.7231244,29.8253651,-0.32,-0.0739,0.0272,-0.6255,324.0,0.13,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:26:55.411245,40.7231269,29.8253580,-0.33,-0.0727,0.0279,-0.6253,324.0,0.14,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:26:56.411398,40.7231268,29.8253508,-0.29,-0.0733,0.0298,-0.6250,324.0,0.09,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:26:57.411518,40.7231287,29.8253434,-0.24,-0.0728,0.0295,-0.6248,324.0,0.14,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:26:58.411179,40.7231300,29.8253365,-0.28,-0.0729,0.0299,-0.6247,324.0,0.13,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:26:59.411176,40.7231307,29.8253294,-0.31,-0.0733,0.0305,-0.6245,324.0,0.12,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:27:00.411199,40.7231310,29.8253232,-0.26,-0.0739,0.0302,-0.6243,324.0,0.11,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:27:01.411179,40.7231338,29.8253205,-0.31,-0.0724,0.0295,-0.6241,324.0,0.20,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:27:02.411157,40.7231346,29.8253145,-0.34,-0.0743,0.0292,-0.6240,324.0,0.11,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:27:03.411127,40.7231337,29.8253075,-0.33,-0.0759,0.0293,-0.6241,324.0,0.05,0.0,0.00,0.000,0.000,IDLE
