timestamp,lat,lon,alt,roll,pitch,yaw,heading,groundspeed,cmd_linear_x,cmd_angular_z,mission_phase
2026-08-17T12:32:17.703310,0.0000000,0.0000000,-0.09,-0.1345,0.0344,-0.8179,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:18.703080,0.0000000,0.0000000,0.00,-0.1345,0.0343,-0.8204,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:19.703758,0.0000000,0.0000000,-0.02,-0.1344,0.0344,-0.8208,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:20.703115,0.0000000,0.0000000,0.20,-0.1345,0.0343,-0.8231,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:21.703182,0.0000000,0.0000000,0.22,-0.1346,0.0343,-0.8246,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:22.703355,0.0000000,0.0000000,0.08,-0.1345,0.0342,-0.8260,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:23.703377,0.0000000,0.0000000,-0.02,-0.1344,0.0343,-0.8259,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:24.703553,0.0000000,0.0000000,0.11,-0.1343,0.0346,-0.8241,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:25.703161,0.0000000,0.0000000,0.05,-0.1341,0.0348,-0.8228,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:26.703117,0.0000000,0.0000000,0.10,-0.1341,0.0344,-0.8267,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:27.703320,0.0000000,0.0000000,-0.17,-0.1341,0.0348,-0.8270,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:28.703831,0.0000000,0.0000000,-0.14,-0.1341,0.0350,-0.8245,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:29.703617,0.0000000,0.0000000,-0.06,-0.1343,0.0349,-0.8257,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:30.703113,0.0000000,0.0000000,-0.07,-0.1344,0.0350,-0.8255,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:31.703377,0.0000000,0.0000000,0.04,-0.1342,0.0353,-0.8229,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:32.703529,0.0000000,0.0000000,-0.05,-0.1343,0.0356,-0.8206,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:33.703689,0.0000000,0.0000000,0.09,-0.1343,0.0355,-0.8199,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:34.703484,0.0000000,0.0000000,0.17,-0.1342,0.0353,-0.8201,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:35.703182,0.0000000,0.0000000,-0.13,-0.1343,0.0351,-0.8214,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:36.703322,0.0000000,0.0000000,0.22,-0.1345,0.0348,-0.8241,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:37.703429,0.0000000,0.0000000,0.34,-0.1345,0.0350,-0.8239,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:38.703424,0.0000000,0.0000000,0.33,-0.1345,0.0353,-0.8231,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:39.703146,0.0000000,0.0000000,0.30,-0.1345,0.0357,-0.8193,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:40.703473,0.0000000,0.0000000,0.25,-0.1344,0.0357,-0.8181,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:41.703621,0.0000000,0.0000000,0.19,-0.1346,0.0356,-0.8195,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:42.704678,0.0000000,0.0000000,-0.02,-0.1347,0.0357,-0.8185,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:43.703162,0.0000000,0.0000000,-0.08,-0.1347,0.0356,-0.8178,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:44.703071,0.0000000,0.0000000,0.00,-0.1347,0.0360,-0.8145,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:45.703078,0.0000000,0.0000000,-0.07,-0.1347,0.0359,-0.8142,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:46.703527,0.0000000,0.0000000,0.02,-0.1347,0.0359,-0.8131,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:47.703702,0.0000000,0.0000000,-0.07,-0.1348,0.0357,-0.8140,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:48.703309,0.0000000,0.0000000,0.09,-0.1348,0.0358,-0.8132,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:49.703359,0.0000000,0.0000000,-0.21,-0.1350,0.0356,-0.8136,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:50.703670,0.0000000,0.0000000,-0.05,-0.1351,0.0355,-0.8139,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:51.703182,0.0000000,0.0000000,-0.06,-0.1351,0.0354,-0.8146,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:52.703378,0.0000000,0.0000000,0.02,-0.1346,0.0353,-0.8169,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:53.703510,0.0000000,0.0000000,0.20,-0.1348,0.0354,-0.8194,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:54.703335,0.0000000,0.0000000,0.07,-0.1342,0.0349,-0.8204,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:55.703313,0.0000000,0.0000000,0.03,-0.1337,0.0334,-0.8198,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:56.703377,0.0000000,0.0000000,0.04,-0.1339,0.0335,-0.8196,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:57.703519,0.0000000,0.0000000,0.22,-0.1338,0.0335,-0.8173,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:58.703158,0.0000000,0.0000000,0.22,-0.1338,0.0337,-0.8166,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:32:59.703372,0.0000000,0.0000000,0.00,-0.1338,0.0335,-0.8174,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:00.703488,0.0000000,0.0000000,0.07,-0.1338,0.0332,-0.8192,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:01.703578,0.0000000,0.0000000,0.03,-0.1339,0.0334,-0.8185,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:02.703572,0.0000000,0.0000000,0.05,-0.1338,0.0334,-0.8167,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:03.703334,0.0000000,0.0000000,0.19,-0.1339,0.0335,-0.8166,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:04.703337,0.0000000,0.0000000,0.07,-0.1338,0.0335,-0.8160,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:05.703637,0.0000000,0.0000000,0.05,-0.1339,0.0335,-0.8149,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:06.703512,0.0000000,0.0000000,0.27,-0.1339,0.0332,-0.8174,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:07.703374,0.0000000,0.0000000,0.20,-0.1341,0.0328,-0.8207,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:08.703395,0.0000000,0.0000000,0.02,-0.1342,0.0326,-0.8237,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:09.703566,0.0000000,0.0000000,-0.07,-0.1342,0.0328,-0.8232,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:10.705287,0.0000000,0.0000000,0.04,-0.1340,0.0330,-0.8213,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:11.703631,0.0000000,0.0000000,0.15,-0.1340,0.0330,-0.8213,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:12.703262,0.0000000,0.0000000,-0.04,-0.1341,0.0329,-0.8221,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:13.703981,0.0000000,0.0000000,0.05,-0.1340,0.0331,-0.8220,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:14.703400,0.0000000,0.0000000,0.26,-0.1340,0.0331,-0.8225,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:15.707686,0.0000000,0.0000000,0.17,-0.1341,0.0332,-0.8216,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:16.706057,0.0000000,0.0000000,0.42,-0.1342,0.0333,-0.8201,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:17.703423,0.0000000,0.0000000,0.22,-0.1342,0.0333,-0.8207,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:18.703477,0.0000000,0.0000000,0.25,-0.1342,0.0332,-0.8226,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:19.703682,0.0000000,0.0000000,0.10,-0.1339,0.0336,-0.8211,312.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:20.703392,0.0000000,0.0000000,0.28,-0.1339,0.0336,-0.8201,313.0,0.00,0.000,0.000,IDLE
2026-08-17T12:33:21.703448,0.0000000,0.0000000,0.10,-0.1339,0.0340,-0.8178,313.0,0.00,0.000,0.000,IDLE
