timestamp,lat,lon,alt,roll,pitch,yaw,heading,groundspeed,heading_setpoint,speed_setpoint,cmd_linear_x,cmd_angular_z,mission_phase
2026-08-22T09:33:26.243826,40.7231845,29.8256739,-0.34,-0.0789,0.0249,-0.6282,324.0,0.07,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:27.243621,40.7231845,29.8256736,-0.31,-0.0789,0.0250,-0.6284,324.0,0.07,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:28.243577,40.7231846,29.8256736,-0.35,-0.0788,0.0254,-0.6285,323.0,0.06,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:29.243576,40.7231849,29.8256726,-0.39,-0.0793,0.0254,-0.6286,323.0,0.06,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:30.243742,40.7231853,29.8256723,-0.36,-0.0789,0.0254,-0.6286,323.0,0.06,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:31.243542,40.7231863,29.8256726,-0.39,-0.0787,0.0254,-0.6285,323.0,0.07,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:32.244042,40.7231863,29.8256726,-0.34,-0.0785,0.0255,-0.6287,323.0,0.07,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:33.243746,40.7231877,29.8256730,-0.31,-0.0778,0.0252,-0.6288,323.0,0.11,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:34.243671,40.7231883,29.8256739,-0.29,-0.0776,0.0254,-0.6290,323.0,0.11,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:35.243614,40.7231879,29.8256757,-0.23,-0.0777,0.0263,-0.6293,323.0,0.10,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:36.243686,40.7231889,29.8256762,-0.29,-0.0772,0.0258,-0.6294,323.0,0.14,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:37.243750,40.7231905,29.8256776,-0.33,-0.0769,0.0255,-0.6296,323.0,0.18,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:38.243797,40.7231929,29.8256779,-0.37,-0.0771,0.0252,-0.6295,323.0,0.19,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:39.243847,40.7231929,29.8256765,-0.40,-0.0787,0.0255,-0.6296,323.0,0.14,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:40.243650,40.7231933,29.8256765,-0.37,-0.0791,0.0260,-0.6294,323.0,0.11,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:41.243779,40.7231937,29.8256786,-0.44,-0.0792,0.0266,-0.6295,323.0,0.11,0.0,0.00,0.000,0.000,IDLE
2026-08-22T09:33:42.243729,40.7231941,29.8256792,-0.52,-0.0796,0.0266,-0.6290,323.0,0.10,0.0,0.00,0.000,0.000,IDLE
