timestamp,lat,lon,alt,roll,pitch,yaw,heading,groundspeed,cmd_linear_x,cmd_angular_z,mission_phase
2026-08-17T16:01:14.746363,0.0000000,0.0000000,0.10,-0.1504,0.0233,-0.8212,312.0,0.00,0.000,0.000,IDLE
2026-08-17T16:01:15.754713,0.0000000,0.0000000,-0.04,-0.1504,0.0230,-0.8214,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:16.745515,0.0000000,0.0000000,0.14,-0.1506,0.0223,-0.8263,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:17.756287,0.0000000,0.0000000,0.15,-0.1508,0.0222,-0.8279,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:18.747992,0.0000000,0.0000000,0.18,-0.1511,0.0207,-0.8398,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:19.754588,0.0000000,0.0000000,0.24,-0.1511,0.0207,-0.8439,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:20.762382,0.0000000,0.0000000,0.29,-0.1509,0.0218,-0.8396,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:21.750062,0.0000000,0.0000000,0.25,-0.1508,0.0218,-0.8404,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:22.745431,0.0000000,0.0000000,0.12,-0.1507,0.0218,-0.8418,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:23.745552,0.0000000,0.0000000,0.26,-0.1504,0.0231,-0.8332,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:24.746028,0.0000000,0.0000000,0.31,-0.1502,0.0238,-0.8277,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:25.745486,0.0000000,0.0000000,0.30,-0.1501,0.0237,-0.8286,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:26.745510,0.0000000,0.0000000,0.22,-0.1500,0.0243,-0.8239,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:27.745769,0.0000000,0.0000000,0.15,-0.1502,0.0243,-0.8226,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:28.745536,0.0000000,0.0000000,0.18,-0.1503,0.0235,-0.8284,312.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:29.745487,0.0000000,0.0000000,0.37,-0.1506,0.0218,-0.8415,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:30.745549,0.0000000,0.0000000,0.33,-0.1507,0.0217,-0.8452,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:31.747791,0.0000000,0.0000000,0.28,-0.1506,0.0220,-0.8450,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:32.747710,0.0000000,0.0000000,0.29,-0.1505,0.0224,-0.8441,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:33.745550,0.0000000,0.0000000,0.13,-0.1504,0.0228,-0.8429,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:34.745549,0.0000000,0.0000000,0.27,-0.1503,0.0232,-0.8417,311.0,0.00,0.000,-1.000,WAYPOINT
2026-08-17T16:01:35.745567,0.0000000,0.0000000,0.13,-0.1503,0.0232,-0.8428,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:01:36.745640,0.0000000,0.0000000,0.25,-0.1503,0.0235,-0.8413,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:33.320103,0.0000000,0.0000000,0.07,-0.1502,0.0236,-0.8409,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:33.745527,0.0000000,0.0000000,0.30,-0.1502,0.0237,-0.8408,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:34.745572,0.0000000,0.0000000,0.17,-0.1501,0.0241,-0.8385,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:35.745298,0.0000000,0.0000000,0.17,-0.1499,0.0243,-0.8370,312.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:36.745503,0.0000000,0.0000000,0.27,-0.1501,0.0241,-0.8380,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:37.745733,0.0000000,0.0000000,0.20,-0.1500,0.0235,-0.8395,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:38.745608,0.0000000,0.0000000,0.03,-0.1504,0.0234,-0.8368,312.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:39.745779,0.0000000,0.0000000,0.19,-0.1486,0.0243,-0.8367,312.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:40.745553,0.0000000,0.0000000,0.16,-0.1502,0.0239,-0.8393,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:41.745524,0.0000000,0.0000000,0.00,-0.1494,0.0234,-0.8406,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:42.745473,0.0000000,0.0000000,0.14,-0.1497,0.0236,-0.8411,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:43.745602,0.0000000,0.0000000,-0.08,-0.1494,0.0240,-0.8386,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:44.745573,0.0000000,0.0000000,0.21,-0.1495,0.0242,-0.8364,312.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:45.745681,0.0000000,0.0000000,0.30,-0.1498,0.0236,-0.8405,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:46.745535,0.0000000,0.0000000,0.13,-0.1497,0.0238,-0.8393,311.0,0.00,0.000,0.000,WAYPOINT
2026-08-17T16:34:47.745867,0.0000000,0.0000000,0.24,-0.1497,0.0241,-0.8348,312.0,0.00,0.000,0.000,WAYPOINT
